,nation,varieties1,varieties2,varieties3,varieties4,varieties5,varieties7,varieties7,varieties8,varieties9,varieties10,varieties11,abv,degree,sweet,acidity,body,tannin
1315,0,75,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,5,5
1316,0,75,316,316,316,316,316,316,316,316,316,316,18.0,15.0,1,3,5,4
1317,0,75,308,316,316,316,316,316,316,316,316,316,18.0,14.5,1,3,4,5
1318,0,75,316,316,316,316,316,316,316,316,316,316,17.0,15.5,1,3,4,4
1319,10,90,316,316,316,316,316,316,316,316,316,316,15.5,13.8,1,5,3,3
1320,10,90,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,5,3,3
1321,0,18,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,2
1322,10,90,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,5,3,3
1323,0,18,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,5,4
1324,17,308,178,316,316,316,316,316,316,316,316,316,17.0,12.5,1,4,4,4
1325,11,146,316,316,316,316,316,316,316,316,316,316,13.0,38.0,1,1,5,1
1326,11,146,303,316,316,316,316,316,316,316,316,316,14.0,38.0,1,1,5,1
1327,11,67,316,316,316,316,316,316,316,316,316,316,15.0,38.0,1,1,5,1
1328,11,316,316,316,316,316,316,316,316,316,316,316,20.0,38.0,1,1,5,1
1329,11,308,316,316,316,316,316,316,316,316,316,316,13.0,38.0,1,1,5,1
1330,11,88,316,316,316,316,316,316,316,316,316,316,13.0,38.0,1,1,5,1
1331,11,316,316,316,316,316,316,316,316,316,316,316,13.0,38.0,1,1,5,1
1332,11,146,303,316,316,316,316,316,316,316,316,316,20.0,38.0,1,1,5,1
1333,11,90,316,316,316,316,316,316,316,316,316,316,13.0,38.0,1,1,5,1
1334,11,146,316,316,316,316,316,316,316,316,316,316,15.0,38.0,1,1,5,1
1335,11,90,316,316,316,316,316,316,316,316,316,316,15.0,38.0,1,1,5,1
1336,11,67,316,316,316,316,316,316,316,316,316,316,20.0,38.0,1,1,5,1
1337,11,90,316,316,316,316,316,316,316,316,316,316,20.0,38.0,1,1,5,1
1338,11,146,316,316,316,316,316,316,316,316,316,316,15.0,38.0,1,1,5,1
1339,11,146,316,316,316,316,316,316,316,316,316,316,13.0,38.0,1,1,5,1
1340,11,40,88,301,238,316,316,316,316,316,316,316,11.0,12.5,1,3,4,3
1341,11,125,316,316,316,316,316,316,316,316,316,316,11.0,12.5,1,3,3,1
1342,11,180,316,316,316,316,316,316,316,316,316,316,18.5,12.5,1,4,3,5
1343,11,180,316,316,316,316,316,316,316,316,316,316,17.0,12.5,1,4,3,4
1344,11,154,56,237,316,316,316,316,316,316,316,316,17.0,13.5,1,3,5,4
1345,11,154,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,2,5,4
1346,11,154,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,2,5,3
1347,11,96,34,176,296,316,316,316,316,316,316,316,11.0,13.0,1,3,2,1
1348,11,185,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,4
1349,11,303,316,316,316,316,316,316,316,316,316,316,7.0,5.5,4,2,2,1
1350,11,169,316,316,316,316,316,316,316,316,316,316,17.0,12.0,1,4,2,1
1351,11,40,48,308,316,316,316,316,316,316,316,316,17.0,12.5,1,3,3,3
1352,11,169,316,316,316,316,316,316,316,316,316,316,11.0,11.5,1,4,1,1
1353,11,103,316,316,316,316,316,316,316,316,316,316,11.0,12.5,1,3,3,1
1354,11,308,88,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1355,11,178,88,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1356,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1357,11,88,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,4,4,4
1358,11,67,211,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,3,1
1359,11,308,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,4
1360,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,5,4
1361,11,178,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,4
1362,11,308,88,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1363,11,48,321,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,5,4
1364,11,67,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,3,3,1
1365,11,34,136,316,316,316,316,316,316,316,316,316,17.0,11.5,1,3,2,1
1366,11,67,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,3,2,1
1367,11,146,316,316,316,316,316,316,316,316,316,316,11.0,38.0,1,3,5,1
1368,11,308,212,178,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,3
1369,11,307,29,134,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,3
1370,11,307,29,134,316,316,316,316,316,316,316,316,17.0,15.5,2,2,5,3
1371,11,307,29,134,316,316,316,316,316,316,316,316,17.0,12.5,1,4,3,2
1372,17,18,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,4
1373,6,90,316,316,316,316,316,316,316,316,316,316,15.5,13.5,1,4,3,2
1374,6,308,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1375,6,178,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1376,11,88,181,316,316,316,316,316,316,316,316,316,17.0,12.5,1,4,2,2
1377,11,88,181,316,316,316,316,316,316,316,316,316,17.0,15.0,1,4,5,4
1378,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,2
1379,17,308,178,316,316,316,316,316,316,316,316,316,17.0,12.5,1,3,3,3
1380,1,79,10,316,316,316,316,316,316,316,316,316,13.0,9.5,2,2,2,1
1381,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,2,2
1382,11,300,29,134,316,316,316,316,316,316,316,316,19.0,15.0,2,4,5,5
1383,11,300,29,134,316,316,316,316,316,316,316,316,17.0,16.5,2,3,5,3
1384,11,300,29,134,316,316,316,316,316,316,316,316,17.0,13.0,1,4,5,4
1385,11,125,33,316,316,316,316,316,316,316,316,316,11.0,13.0,1,4,3,1
1386,17,304,316,316,316,316,316,316,316,316,316,316,11.0,12.0,1,5,3,1
1387,17,306,75,294,316,316,316,316,316,316,316,316,18.0,13.0,1,3,4,4
1388,17,67,316,316,316,316,316,316,316,316,316,316,11.0,12.5,1,4,3,1
1389,17,67,316,316,316,316,316,316,316,316,316,316,11.0,13.0,1,4,3,1
1390,17,1,316,316,316,316,316,316,316,316,316,316,15.0,13.0,1,5,3,2
1391,0,308,75,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1392,0,90,316,316,316,316,316,316,316,316,316,316,16.0,13.6,1,4,2,2
1393,0,67,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,3,4,1
1394,0,75,259,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,4
1395,17,308,178,187,316,316,316,316,316,316,316,316,17.0,12.5,1,3,3,3
1396,17,308,178,187,316,316,316,316,316,316,316,316,17.0,12.5,1,4,4,4
1397,17,308,178,212,316,316,316,316,316,316,316,316,17.0,12.5,1,4,3,4
1398,11,88,181,316,316,316,316,316,316,316,316,316,18.0,13.5,1,3,4,4
1399,11,88,308,321,316,316,316,316,316,316,316,316,17.0,13.0,1,3,2,2
1400,6,308,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,4
1401,6,308,236,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1402,6,308,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,3,3
1403,6,298,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1404,6,298,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1405,6,67,259,316,316,316,316,316,316,316,316,316,11.0,14.5,1,3,3,1
1406,6,236,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1407,6,236,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1408,6,236,308,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,4
1409,6,178,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1410,6,298,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1411,6,211,321,316,316,316,316,316,316,316,316,316,11.0,13.5,1,4,3,1
1412,6,75,321,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1413,2,179,67,316,316,316,316,316,316,316,316,316,11.0,13.5,2,4,2,1
1414,2,75,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,3,4
1415,2,75,178,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,4
1416,2,111,75,308,178,316,316,316,316,316,316,316,17.0,14.5,1,4,3,4
1417,2,111,316,316,316,316,316,316,316,316,316,316,17.0,13.8,1,4,3,3
1418,2,308,316,316,316,316,316,316,316,316,316,316,17.0,14.8,1,4,3,4
1419,2,308,178,187,212,236,316,316,316,316,316,316,17.0,14.5,1,4,3,4
1420,2,308,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,3,3
1421,12,229,211,67,316,316,316,316,316,316,316,316,11.0,13.0,2,3,2,1
1422,1,79,316,316,316,316,316,316,316,316,316,316,17.0,14.0,2,2,4,3
1423,1,178,185,212,75,294,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1424,1,106,301,259,61,316,316,316,316,316,316,316,11.0,13.5,1,3,3,1
1425,1,178,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1426,1,308,178,236,212,187,316,316,316,316,316,316,17.0,14.5,1,3,3,4
1427,1,79,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,3
1428,1,90,67,316,316,316,316,316,316,316,316,316,7.0,13.0,1,4,3,1
1429,1,90,67,316,316,316,316,316,316,316,316,316,7.0,12.7,1,3,3,1
1430,1,308,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1431,1,178,308,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,3
1432,1,67,316,316,316,316,316,316,316,316,316,316,11.0,14.1,1,3,3,1
1433,1,90,316,316,316,316,316,316,316,316,316,316,17.0,14.6,1,4,3,3
1434,1,308,212,187,236,316,316,316,316,316,316,316,17.0,14.5,1,4,5,4
1435,1,178,212,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,3
1436,1,79,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,2,5,3
1437,1,308,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,5
1438,1,308,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,4,4
1439,1,67,316,316,316,316,316,316,316,316,316,316,11.0,13.8,1,3,4,1
1440,1,178,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,3
1441,1,90,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,3
1442,0,308,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,4,3,3
1443,0,67,316,316,316,316,316,316,316,316,316,316,11.0,13.0,1,3,3,1
1444,0,75,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,3
1445,1,308,178,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,5,5
1446,1,308,178,212,187,316,316,316,316,316,316,316,17.0,13.5,1,3,5,5
1447,1,178,212,187,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,4
1448,17,211,195,316,316,316,316,316,316,316,316,316,11.0,13.0,1,3,3,1
1449,17,75,306,294,316,316,316,316,316,316,316,316,17.0,14.0,1,3,3,3
1450,17,90,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,3
1451,17,90,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,4,3
1452,16,275,316,316,316,316,316,316,316,316,316,316,9.0,9.5,1,4,2,1
1453,11,88,308,178,316,316,316,316,316,316,316,316,17.0,14.0,1,3,3,3
1454,0,308,75,178,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,3
1455,0,75,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,4
1456,0,75,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,4
1457,17,308,178,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,4,4
1458,6,308,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,3
1459,6,75,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,4
1460,17,90,316,316,316,316,316,316,316,316,316,316,17.0,12.5,1,5,3,2
1461,17,67,90,316,316,316,316,316,316,316,316,316,7.0,12.5,1,4,3,1
1462,17,306,294,75,321,316,316,316,316,316,316,316,17.0,13.5,1,4,4,4
1463,17,75,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,5,5
1464,17,90,316,316,316,316,316,316,316,316,316,316,15.0,13.5,1,3,3,4
1465,16,281,316,316,316,316,316,316,316,316,316,316,9.0,9.0,5,2,2,1
1466,0,195,316,316,316,316,316,316,316,316,316,316,8.0,9.0,5,2,3,1
1467,11,308,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,4,3,3
1468,17,308,178,212,316,316,316,316,316,316,316,316,17.0,13.0,1,4,3,3
1469,12,46,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,3,3,3
1470,12,221,316,316,316,316,316,316,316,316,316,316,9.0,12.5,1,3,3,1
1471,12,46,255,253,316,316,316,316,316,316,316,316,16.0,13.0,1,3,4,3
1472,12,46,255,253,316,316,316,316,316,316,316,316,18.5,13.5,1,3,4,4
1473,6,178,308,75,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,4
1474,6,308,75,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,5,4
1475,6,90,316,316,316,316,316,316,316,316,316,316,16.0,14.0,1,4,4,3
1476,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,4,3,3
1477,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,4,3,3
1478,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,4,3,3
1479,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,4,3,2
1480,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,4,2,2
1481,17,90,316,316,316,316,316,316,316,316,316,316,16.0,12.5,1,4,2,2
1482,17,90,316,316,316,316,316,316,316,316,316,316,16.0,12.5,1,5,3,2
1483,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,5,4,2
1484,17,1,316,316,316,316,316,316,316,316,316,316,17.0,12.5,1,5,2,2
1485,17,308,178,316,316,316,316,316,316,316,316,316,17.5,13.0,1,4,3,4
1486,17,308,178,212,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1487,17,308,178,316,316,316,316,316,316,316,316,316,17.0,12.5,1,3,3,2
1488,12,46,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1489,12,46,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1490,12,46,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,3
1491,12,18,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,4
1492,12,46,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,3
1493,17,67,316,316,316,316,316,316,316,316,316,316,11.0,13.0,1,5,4,1
1494,17,90,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,3
1495,17,182,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,3,4,1
1496,17,90,67,316,316,316,316,316,316,316,316,316,7.0,12.5,1,3,3,1
1497,17,90,316,316,316,316,316,316,316,316,316,316,17.0,12.5,1,5,2,2
1498,11,178,308,88,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,3
1499,11,300,29,134,316,316,316,316,316,316,316,316,17.0,13.0,1,5,3,3
1500,11,300,29,134,316,316,316,316,316,316,316,316,17.0,12.0,1,3,3,2
1501,11,115,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,4,4,4
1502,11,178,316,316,316,316,316,316,316,316,316,316,16.0,14.0,1,3,3,3
1503,11,300,29,134,316,316,316,316,316,316,316,316,17.0,14.0,2,3,5,3
1504,12,253,299,75,316,316,316,316,316,316,316,316,17.5,13.5,1,3,3,3
1505,11,301,216,316,316,316,316,316,316,316,316,316,9.0,12.0,1,2,2,1
1506,11,283,216,316,316,316,316,316,316,316,316,316,9.0,12.0,1,4,1,1
1507,1,308,316,316,316,316,316,316,316,316,316,316,17.0,13.7,1,4,3,3
1508,24,90,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,2
1509,6,275,316,316,316,316,316,316,316,316,316,316,9.0,14.0,1,3,3,1
1510,10,90,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,5,3,3
1511,0,75,316,316,316,316,316,316,316,316,316,316,17.5,13.5,1,3,4,4
1512,0,178,316,316,316,316,316,316,316,316,316,316,17.5,14.0,1,3,4,3
1513,17,67,316,316,316,316,316,316,316,316,316,316,11.0,12.5,1,5,4,1
1514,6,298,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1515,6,67,316,316,316,316,316,316,316,316,316,316,11.0,13.5,2,3,3,1
1516,6,298,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,3,2
1517,11,88,308,178,75,280,316,316,316,316,316,316,19.0,13.5,1,3,4,3
1518,17,90,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,4,2,2
1519,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,4,4,3
1520,0,75,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,5,5
1521,0,308,75,316,316,316,316,316,316,316,316,316,18.0,14.5,1,3,4,5
1522,0,75,259,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,3
1523,0,308,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1524,0,67,316,316,316,316,316,316,316,316,316,316,11.0,12.5,1,4,2,1
1525,0,75,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,3
1526,11,107,316,316,316,316,316,316,316,316,316,316,7.0,14.5,5,3,5,1
1527,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,4,4
1528,11,88,178,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1529,11,88,40,247,316,316,316,316,316,316,316,316,17.0,14.0,1,4,4,4
1530,11,185,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,3
1531,17,90,67,316,316,316,316,316,316,316,316,316,7.0,12.0,1,5,2,1
1532,1,67,316,316,316,316,316,316,316,316,316,316,10.0,13.5,1,4,3,1
1533,1,308,178,316,316,316,316,316,316,316,316,316,17.0,14.1,1,3,5,4
1534,17,90,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,3
1535,17,273,182,328,104,316,316,316,316,316,316,316,11.0,13.5,1,4,4,1
1536,6,178,316,316,316,316,316,316,316,316,316,316,17.0,12.5,1,3,3,3
1537,12,46,321,316,316,316,316,316,316,316,316,316,18.0,13.5,1,4,5,5
1538,17,266,195,316,316,316,316,316,316,316,316,316,11.0,13.0,1,4,3,1
1539,17,61,316,316,316,316,316,316,316,316,316,316,9.0,13.5,4,3,4,1
1540,17,275,316,316,316,316,316,316,316,316,316,316,11.0,12.5,1,3,3,1
1541,17,90,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,3,2
1542,17,308,178,212,316,316,316,316,316,316,316,316,17.0,13.5,1,3,4,4
1543,0,195,316,316,316,316,316,316,316,316,316,316,8.0,10.5,5,2,5,1
1544,11,115,308,178,316,316,316,316,316,316,316,316,17.0,14.0,1,4,5,5
1545,11,115,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,5,4
1546,11,115,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,3,4,3
1547,6,308,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,3
1548,6,67,316,316,316,316,316,316,316,316,316,316,9.0,13.4,1,3,3,1
1549,6,178,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,3,3
1550,24,67,316,316,316,316,316,316,316,316,316,316,9.0,13.5,1,3,3,1
1551,24,236,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,4
1552,24,308,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,3
1553,24,236,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1554,24,178,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1555,24,236,308,178,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,4
1556,6,195,316,316,316,316,316,316,316,316,316,316,11.0,12.5,5,2,3,1
1557,6,195,316,316,316,316,316,316,316,316,316,316,11.0,12.5,5,2,3,1
1558,11,88,178,75,308,316,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1559,1,90,316,316,316,316,316,316,316,316,316,316,16.0,14.4,1,3,3,3
1560,17,178,308,316,316,316,316,316,316,316,316,316,17.0,12.5,1,3,4,4
1561,17,178,308,316,316,316,316,316,316,316,316,316,17.0,12.5,1,3,4,4
1562,17,178,212,316,316,316,316,316,316,316,316,316,17.0,13.5,1,3,5,4
1563,17,306,75,294,110,271,316,316,316,316,316,316,17.0,13.5,1,3,3,3
1564,11,180,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,4,4
1565,11,180,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,4
1566,17,306,75,294,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1567,17,306,316,316,316,316,316,316,316,316,316,316,17.0,15.5,1,4,4,4
1568,11,180,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,3,4
1569,17,306,75,294,321,316,316,316,316,316,316,316,17.0,15.5,1,3,5,4
1570,11,185,180,316,316,316,316,316,316,316,316,316,16.0,14.0,1,4,3,4
1571,11,40,88,316,316,316,316,316,316,316,316,316,19.0,13.5,1,5,4,3
1572,11,54,225,233,204,88,316,316,316,316,316,316,18.0,13.5,1,3,3,3
1573,11,54,225,233,204,88,316,316,316,316,316,316,18.0,14.0,1,3,3,4
1574,11,283,67,316,316,316,316,316,316,316,316,316,10.0,13.0,1,4,2,1
1575,11,283,216,316,316,316,316,316,316,316,316,316,10.0,12.5,1,4,1,1
1576,11,54,204,212,308,178,316,316,316,316,316,316,18.0,13.5,1,3,3,3
1577,11,88,316,316,316,316,316,316,316,316,316,316,18.0,13.2,1,4,3,3
1578,11,40,154,316,316,316,316,316,316,316,316,316,18.0,13.5,1,3,5,4
1579,11,154,316,316,316,316,316,316,316,316,316,316,17.0,13.6,1,2,5,3
1580,11,125,316,316,316,316,316,316,316,316,316,316,11.0,12.0,1,3,2,1
1581,11,300,29,316,316,316,316,316,316,316,316,316,17.0,14.2,1,4,3,2
1582,11,300,29,316,316,316,316,316,316,316,316,316,17.0,15.8,2,3,5,3
1583,11,88,308,178,316,316,316,316,316,316,316,316,17.0,13.0,1,4,4,3
1584,11,216,316,316,316,316,316,316,316,316,316,316,9.0,16.5,5,3,5,1
1585,11,67,316,316,316,316,316,316,316,316,316,316,10.0,13.5,1,3,3,1
1586,11,308,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,4,5
1587,11,88,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,5,4
1588,11,88,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,3
1589,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,3,3
1590,11,88,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,3,3
1591,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1592,11,88,181,316,316,316,316,316,316,316,316,316,17.0,13.0,1,4,2,2
1593,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1594,11,88,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,3,3
1595,11,308,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,3,4,5
1596,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,4,3
1597,11,88,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,4,4,3
1598,11,308,40,316,316,316,316,316,316,316,316,316,17.0,14.5,1,4,5,4
1599,11,40,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,4,4,4
1600,11,216,316,316,316,316,316,316,316,316,316,316,9.0,12.0,1,3,2,1
1601,10,308,236,187,178,212,316,316,316,316,316,316,16.0,13.5,1,4,4,4
1602,11,185,316,316,316,316,316,316,316,316,316,316,16.0,13.5,1,4,3,2
1603,11,180,316,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,3,3
1604,16,275,316,316,316,316,316,316,316,316,316,316,9.0,8.0,1,5,2,1
1605,16,275,316,316,316,316,316,316,316,316,316,316,9.0,8.0,3,5,2,1
1606,16,275,316,316,316,316,316,316,316,316,316,316,9.0,7.5,5,2,3,1
1607,17,308,316,316,316,316,316,316,316,316,316,316,17.0,12.8,1,3,3,3
1608,17,178,316,316,316,316,316,316,316,316,316,316,17.0,12.8,1,3,3,3
1609,17,211,316,316,316,316,316,316,316,316,316,316,10.0,12.8,2,4,2,1
1610,17,211,195,316,316,316,316,316,316,316,316,316,9.0,12.5,1,3,2,1
1611,17,308,178,316,316,316,316,316,316,316,316,316,17.0,12.5,1,4,3,3
1612,17,308,178,316,316,316,316,316,316,316,316,316,17.0,13.0,1,3,3,3
1613,17,308,178,212,316,316,316,316,316,316,316,316,17.0,13.5,1,4,4,4
1614,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,4,3,2
1615,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,4,2,3
1616,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,4,3,2
1617,17,90,316,316,316,316,316,316,316,316,316,316,17.0,13.0,1,4,3,2
1618,17,90,316,316,316,316,316,316,316,316,316,316,16.5,12.5,1,4,3,3
1619,17,90,316,316,316,316,316,316,316,316,316,316,10.0,13.0,1,5,4,1
1620,17,90,316,316,316,316,316,316,316,316,316,316,16.0,13.0,1,4,3,3
1621,17,75,316,316,316,316,316,316,316,316,316,316,17.0,12.5,1,4,5,5
1622,17,306,75,294,110,316,316,316,316,316,316,316,17.0,14.0,1,3,3,3
1623,17,306,294,75,271,316,316,316,316,316,316,316,17.0,15.0,1,3,3,3
1624,17,306,75,294,321,316,316,316,316,316,316,316,17.0,13.5,1,4,5,5
1625,17,306,75,294,321,316,316,316,316,316,316,316,17.0,13.5,1,3,5,4
1626,17,306,75,178,308,316,316,316,316,316,316,316,17.0,13.5,1,3,4,3
1627,17,306,75,294,110,316,316,316,316,316,316,316,17.0,14.0,1,4,4,4
1628,17,306,294,316,316,316,316,316,316,316,316,316,17.0,14.0,1,4,5,5
1629,10,67,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,4,3,1
1630,6,298,308,187,316,316,316,316,316,316,316,316,17.0,14.5,1,3,4,3
1631,6,308,187,75,316,316,316,316,316,316,316,316,17.0,14.5,1,3,5,4
1632,6,67,316,316,316,316,316,316,316,316,316,316,11.0,13.0,2,3,2,1
1633,6,308,316,316,316,316,316,316,316,316,316,316,17.0,14.5,1,3,3,3
1634,6,308,316,316,316,316,316,316,316,316,316,316,18.0,14.5,1,3,5,5
1635,6,90,316,316,316,316,316,316,316,316,316,316,16.0,14.5,1,3,3,3
1636,10,90,316,316,316,316,316,316,316,316,316,316,17.0,13.5,1,5,3,3
1637,10,211,316,316,316,316,316,316,316,316,316,316,11.0,13.5,1,5,3,1
