,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,degree,abv,sweet,acidity,body,tannin,price,year,ml,av_rating,src
0,137197,Altair,Altair,Chile,Rapel Valley,0,0,0,Cabernet Sauvignon,Carmenere,Merlot,0,0,0,0,0,0,0,0,0,Red,Table,14.5,18.0,1,4,5,4,220000,2014,750,0,0
1,137198,"Altair, Sideral",Altair,Chile,Rapel Valley,0,0,0,Cabernet Sauvignon,Merlot,Carmenere,Cabernet Franc,Syrah & Shiraz,Petit Verdot,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,4,4,110000,2016,750,0,0
2,137204,"Calvet, Bordeaux Red",Calvet,France,Bordeaux,0,0,0,Merlot,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,2,3,21000,2011,750,0,0
3,137205,"Calvet, Bordeaux white",Calvet,France,Bordeaux,0,0,0,Sauvignon blanc,Semillon,Muscadet,0,0,0,0,0,0,0,0,0,White,Table,11.5,10.0,1,4,2,1,21000,2010,750,0,0
4,137207,"Calvet, Varietals Cabernet Sauvignon",Calvet,France,Southern France,Languedoc Roussillon,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,2,3,19000,2017,750,0,0
5,137208,"Calvet, Varietals Merlot",Calvet,France,Southern France,Languedoc Roussillon,0,0,Merlot,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,3,3,19000,2011,750,0,0
6,137209,"Calvet, Reserve Bordeaux white",Calvet,France,Bordeaux,0,0,0,Sauvignon blanc,Semillon,Etc,0,0,0,0,0,0,0,0,0,White,Table,11.5,10.0,1,4,2,1,28000,2011,750,0,0
7,137210,"Calvet, Premieres Cotes de Bordeaux",Calvet,France,Bordeaux,Premieres Cotes de Bordeaux,0,0,Semillon,Sauvignon blanc,Muscadet,0,0,0,0,0,0,0,0,0,White,Dessert,13.0,11.0,2,4,3,1,18000,2009,750,0,0
8,137212,"Calvet, Medoc",Calvet,France,Bordeaux,Medoc,0,0,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,4,3,3,32000,2015,750,0,0
9,137214,"Calvet, Saint Emilion",Calvet,France,Bordeaux,SaintEmilion,0,0,Merlot,Cabernet Franc,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,2,2,42000,2010,750,0,0
10,137222,La Carillon de l'Angelus,Chateau Angelus 1st Grand Cru ClasseA,France,Bordeaux,SaintEmilion Grand Cru,0,0,Merlot,Cabernet Sauvignon,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,4,4,250000,2017,750,0,0
11,137224,Chateau Brillette,Chateau Brillette,France,Bordeaux,Moulis,0,0,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,4,3,3,85000,2013,750,0,0
12,137225,Le Bailly de Camensac,Chateau Camensac Grand Cru Classe5th Cru,France,Bordeaux,HautMedoc,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,4,4,3,50000,2006,750,0,0
13,137226,L'oratoire de Chasse Spleen,Chateau Chasse Spleen,France,Bordeaux,0,0,0,Cabernet Sauvignon,Merlot,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,4,3,4,50000,2017,750,0,0
14,137232,Chateau Durfort Vivens,Chateau DurfortVivens Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,0,0,Cabernet Sauvignon,Merlot,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,4,4,4,140000,2017,750,0,0
15,137235,La sirene de Giscours,Chateau Giscours Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,0,0,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,4,3,80000,2016,750,0,0
16,137237,Chateau Haut Bages Averous,Chateau Lynch Bages Grand Cru Classe5th Cru,France,Bordeaux,Pauillac,0,0,Cabernet Sauvignon,Merlot,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,4,4,5,120000,2015,750,0,0
17,137242,Chateau La Gurgue,Chateau La Gurgue,France,Bordeaux,Margaux,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,4,4,4,130000,2009,750,0,0
18,137257,"Concha y Toro, Carmin de Peumo",Concha y Toro,Chile,Rapel Valley,Cachapoal Valley,Peumo,0,Carmenere,Cabernet Sauvignon,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,5,5,450000,2013,750,0,0
19,137260,"Concha y Toro, Sunrise Cabernet Sauvignon",Concha y Toro,Chile,Central Valley,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,3,3,22000,2017,750,0,0
20,137261,"Concha y Toro, Sunrise Carmenere",Concha y Toro,Chile,Central Valley,0,0,0,Carmenere,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,3,3,22000,2018,750,0,0
21,137266,"Concha y Toro, Terrunyo Cabernet Sauvignon",Concha y Toro,Chile,Maipo Valley,0,0,0,Cabernet Sauvignon,Carmenere,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,4,3,4,100000,2015,750,0,0
22,137267,"Concha y Toro, Terrunyo Carmenere",Concha y Toro,Chile,Rapel Valley,0,0,0,Carmenere,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,4,4,100000,2017,750,0,0
23,137295,"Frei Brothers, Cabernet Sauvignon",Frei Brothers,USA,California,Sonoma County,Alexander Valley,0,Cabernet Sauvignon,Petite Sirah,Merlot,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,5,5,55000,2018,750,0,0
24,137296,"Frei Brothers, Chardonnay ",Frei Brothers,USA,California,Sonoma County,Russian River Valley,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,"Appetizer, Table",13.5,11.0,1,4,2,1,55000,2018,750,0,0
25,137297,"Frei Brothers, Pinot Noir",Frei Brothers,USA,California,Sonoma County,Russian River Valley,0,Pinot Noir,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,16.0,1,4,3,3,59000,2018,750,0,0
26,137298,"Gallo Family, Sonoma Cabernet Sauvignon",Gallo Family Vineyard  EJ Gallo Winery,USA,California,Sonoma County,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,4,4,70000,2005,750,0,0
27,137300,"Gallo Family, Sonoma Merlot",Gallo Family Vineyard  EJ Gallo Winery,USA,California,Sonoma County,0,0,Merlot,Cabernet Sauvignon,Etc,0,0,0,0,0,0,0,0,0,Red,Table,13.9,18.0,1,3,4,3,70000,2007,750,0,0
28,137301,"Gallo Family, Sonoma Pinot Noir",Gallo Family Vineyard  EJ Gallo Winery,USA,California,Sonoma County,0,0,Pinot Noir,Zinfandel,0,0,0,0,0,0,0,0,0,0,Red,Table,14.0,17.0,1,3,3,2,70000,2006,750,0,0
29,137305,Ginestet Bordeaux de Ginestet Red,Maison Ginestet,France,Bordeaux,0,0,0,Merlot,Cabernet Franc,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,4,3,3,22500,2006,750,0,0
30,137306,Ginestet Bordeaux Reserve Red,Maison Ginestet,France,Bordeaux,0,0,0,Merlot,Cabernet Franc,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,32000,2008,750,0,0
31,137307,Ginestet Bordeaux Blanc,Maison Ginestet,France,Bordeaux,0,0,0,Semillon,Sauvignon blanc,0,0,0,0,0,0,0,0,0,0,White,Table,12.0,11.0,1,4,2,1,24000,2010,750,0,0
32,137309,Mascaron Bordeaux Blanc,Maison Ginestet,France,Bordeaux,0,0,0,Semillon,Sauvignon blanc,0,0,0,0,0,0,0,0,0,0,White,Table,12.5,11.0,1,3,2,1,36000,2008,750,0,0
33,137310,Mascaron Bordeaux rouge,Maison Ginestet,France,Bordeaux,0,0,0,Merlot,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,3,3,3,36000,2007,750,0,0
34,137314,Ginestet Medoc,Maison Ginestet,France,Bordeaux,Medoc,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,34000,2007,750,0,0
35,137316,Mascaron Medoc,Maison Ginestet,France,Bordeaux,Medoc,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,4,3,3,45000,2008,750,0,0
36,137317,"Noble, Medoc",Maison Ginestet,France,Bordeaux,Medoc,0,0,Cabernet Sauvignon,Merlot,Petit Verdot,0,0,0,0,0,0,0,0,0,Red,Table,12.5,16.5,1,3,3,3,26000,2017,750,0,0
37,137318,Chateau Haut Bages Liberal,Chateau HautBagesLiberal Grand Cru Classe5th Cru,France,Bordeaux,Pauillac,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,4,4,4,98000,2017,750,0,0
38,137319,Ginestet Saint Emilion,Maison Ginestet,France,Bordeaux,SaintEmilion,0,0,Merlot,Cabernet Franc,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,45000,2008,750,0,0
39,137320,Mascaron Puisseguin Saint Emilion,Maison Ginestet,France,Bordeaux,PuisseguinSaintEmilion,0,0,Merlot,Cabernet Franc,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,45000,2009,750,0,0
40,137322,Ginestet Sauternes,Maison Ginestet,France,Bordeaux,Sauternes,0,0,Semillon,Sauvignon blanc,Muscadet,0,0,0,0,0,0,0,0,0,White,Dessert,13.5,6.5,5,3,2,1,62000,2010,750,0,0
41,137323,"Ginestet, Selection Cabernet Sauvignon",Maison Ginestet,France,Southern France,Languedoc Roussillon,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,11.5,17.0,1,4,2,3,17000,2010,750,0,0
42,137324,Ginestet Selection Merlot,Maison Ginestet,France,Southern France,Languedoc Roussillon,0,0,Merlot,0,0,0,0,0,0,0,0,0,0,0,Red,Table,11.5,17.0,1,3,3,3,17000,2010,750,0,0
43,137330,"Jean Luc Colombo, Chateauneuf du Pape 'Les Bartavelles'",Jean Luc Colombo,France,Rhone,ChateauneufduPape,0,0,Syrah & Shiraz,Grenache,mourvedre,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,4,5,4,190000,2011,750,0,0
44,137331,"Jean Luc Colombo, Cornas 'Les Ruchets'",Jean Luc Colombo,France,Rhone,Cornas,0,0,Syrah & Shiraz,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.5,1,4,4,4,260000,2009,750,0,0
45,137333,Jean Luc Colombo Cotes du Rhone  'Les Abeilles' Rouge,Jean Luc Colombo,France,Rhone,Cotes du Rhone,0,0,Grenache,Syrah & Shiraz,mourvedre,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,39000,2013,750,0,0
46,137334,Jean Luc Colombo Cotes du Rhone 'Les Abeilles' Blanc,Jean Luc Colombo,France,Rhone,Cotes du Rhone,0,0,Clairette,Rousaanne,0,0,0,0,0,0,0,0,0,0,White,Table,13.0,11.0,1,3,4,1,39000,2014,750,0,0
47,137338,"Jean Luc Colombo, Collines Rhodaniennes 'Les Collines de Laure'",Jean Luc Colombo,France,Rhone,0,0,0,Syrah & Shiraz,0,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,40000,2018,750,0,0
48,137340,"Jean Moreau & Fils, Chablis",Jean Moreau  Fils,France,Bourgogne,Chablis,0,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,"Appetizer, Table",12.5,10.0,1,4,2,1,50000,2006,750,0,0
49,137341,"Jean Moreau & Fils, Chablis Grand Cru 'Valmur'",Jean Moreau  Fils,France,Bourgogne,Chablis,0,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,Table,13.0,11.0,1,5,3,1,150000,2017,750,0,0
50,137342,"Jean Moreau & Fils, Chablis 1er Cru 'Montmains'",Jean Moreau  Fils,France,Bourgogne,Chablis,0,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,Table,13.0,11.0,1,5,3,1,90000,2017,750,0,0
51,137343,"Jean Moreau & Fils, Sancerre",Jean Moreau  Fils,France,Loire,Central Loire,Sancerre,0,Sauvignon blanc,0,0,0,0,0,0,0,0,0,0,0,White,"Appetizer, Table",12.5,10.0,1,5,2,1,57000,2004,750,0,0
52,137344,Jordan Cabernet Sauvignon,Jordan Vineyard  Winery,USA,California,0,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.8,17.0,1,4,4,4,180000,2012,750,0,0
53,137345,Jordan Chardonnay,Jordan Vineyard  Winery,USA,California,Sonoma County,Russian River Valley,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,Table,13.7,11.0,1,3,4,1,130000,2014,750,0,0
54,137346,"Blue Nun, Cabernet Sauvignon",Langguth  Blue nun,France,Southern France,Languedoc Roussillon,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Dessert,13.5,17.0,3,2,3,2,19000,2017,750,0,0
55,137347,"Blue Nun, Dornfelder ",Langguth  Blue nun,Germany,Pfalz,0,0,0,Dornfelder,0,0,0,0,0,0,0,0,0,0,0,Red,Table,8.5,13.0,3,4,3,4,22000,2017,750,0,0
56,137348,"Blue Nun, Eiswein Riesling",Langguth  Blue nun,Germany,Rheinhessen,0,0,0,Riesling,0,0,0,0,0,0,0,0,0,0,0,White,Dessert,10.0,7.5,5,2,3,1,120000,2005,500,0,0
57,137351,"Blue Nun, Merlot",Langguth  Blue nun,France,Southern France,Languedoc Roussillon,0,0,Merlot,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,2,3,2,2,17000,2011,750,0,0
58,137352,"Blue Nun, White",Langguth  Blue nun,Germany,Rheinhessen,0,0,0,Rivaner,0,0,0,0,0,0,0,0,0,0,0,White,"Appetizer, Table",10.0,9.0,3,4,3,1,18000,2017,750,0,0
59,137353,"Blue Nun, Riesling Winemaker's Passion",Langguth  Blue nun,Germany,MoselSaarRuwer,0,0,0,Riesling,0,0,0,0,0,0,0,0,0,0,0,White,Table,10.5,11.0,3,5,3,1,35000,2016,750,0,0
60,137355,"Blue Nun, Pink Icewein",Langguth  Blue nun,Spain,Valencia,0,0,0,Tempranillo,Grenache,0,0,0,0,0,0,0,0,0,0,Rose,Dessert,7.5,7.0,4,2,4,1,60000,2011,375,0,0
61,137366,Lindemans Cawarra Shiraz Cabernet,Lindemans,Australia,South Australia,0,0,0,Syrah & Shiraz,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,18.0,1,3,3,4,17000,2014,750,0,0
62,137374,"Marques de Caceres, Blanco",Marques de Caceres,Spain,Rioja,0,0,0,Viura,0,0,0,0,0,0,0,0,0,0,0,White,Table,12.5,8.0,1,3,3,1,18000,2011,750,0,0
63,137382,"Matua, Marlborough Pinot Noir",Matua,New Zealand,South Island,Marlborough,0,0,Pinot Noir,0,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,16.0,1,3,3,2,50000,2017,750,0,0
64,137383,"Matua, Marlborough Sauvignon Blanc",Matua,New Zealand,South Island,Marlborough,0,0,Sauvignon blanc,0,0,0,0,0,0,0,0,0,0,0,White,"Appetizer, Table",12.5,11.0,1,5,2,1,50000,2017,750,0,0
65,137384,JJ McWilliam's Cabernet Merlot,McWilliams Wines,Australia,South Australia,0,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,3,3,22000,2007,750,0,0
66,137385,JJ McWilliam's Shiraz Cabernet,McWilliams Wines,Australia,South Australia,0,0,0,Syrah & Shiraz,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,2,3,22000,2007,750,0,0
67,137388,McWilliam's Hanwood Shiraz,McWilliams Wines,Australia,South Australia,0,0,0,Syrah & Shiraz,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,4,3,30000,2008,750,0,0
68,137390,"Pol Roger, Cuvee Sir Winston Churchill",Pol Roger,France,Champagne,0,0,0,Pinot Noir,Chardonnay,0,0,0,0,0,0,0,0,0,0,Sparkling,Appetizer,12.5,7.0,1,4,4,1,500000,2012,750,0,0
69,137391,"Pol Roger, Brut Vintage",Pol Roger,France,Champagne,0,0,0,Pinot Noir,Chardonnay,0,0,0,0,0,0,0,0,0,0,Sparkling,Appetizer,12.5,7.0,1,5,4,1,240000,2013,750,0,0
70,137392,"Pol Roger, Rose Vintage",Pol Roger,France,Champagne,0,0,0,Pinot Noir,Chardonnay,0,0,0,0,0,0,0,0,0,0,Sparkling,Appetizer,12.5,8.0,1,5,4,1,250000,2012,750,0,0
71,137395,Vieux Chateau du Terme,Vieux Chateau du Terme,France,Bordeaux,HautMedoc,0,0,Cabernet Sauvignon,Merlot,Petit Verdot,Malbec,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,4,3,40000,2003,750,0,0
72,137396,"Rocca Cerrina, Moscato d'Asti",Rocca Cerrina,Italy,Piemonte,Asti,0,0,Moscato,0,0,0,0,0,0,0,0,0,0,0,White,"Table, Dessert",6.5,9.0,4,2,2,1,30000,2017,750,0,0
73,137398,"Ruffino, Chianti",Ruffino,Italy,Toscana,Chianti,0,0,Sangiovese,Etc,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,16.5,1,3,3,3,30000,2019,750,0,0
74,137399,"Ruffino, Il Leo Chianti Superiore",Ruffino,Italy,Toscana,Chianti,0,0,Sangiovese,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,Red,Table,13.5,16.5,1,3,3,3,42000,2017,750,0,0
75,137400,"Ruffino, Riserva Ducale Chianti Classico Riserva",Ruffino,Italy,Toscana,Chianti,0,0,Sangiovese,Merlot,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,Red,Table,13.5,16.5,1,3,4,3,71000,2017,750,0,0
76,137401,"Ruffino, Riserva Ducale Oro Chiant Classico Grand Selezione",Ruffino,Italy,Toscana,Chianti,0,0,Sangiovese,Merlot,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,Red,Table,14.5,16.5,1,3,5,4,110000,2015,750,0,0
77,137403,"Ruffino, Greppone Mazzi Brunello di Montalcino",Ruffino,Italy,Toscana,Montalcino,0,0,Sangiovese Grosso,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,16.5,1,3,5,4,200000,2015,750,0,0
78,137406,"Ruffino, Fonte Al Sole",Ruffino,Italy,Toscana,0,0,0,Sangiovese,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,3,2,25000,2011,750,0,0
79,137407,"Ruffino, Il Ducale Toscana",Ruffino,Italy,Toscana,0,0,0,Sangiovese,Merlot,Etc,0,0,0,0,0,0,0,0,0,Red,Table,13.5,16.5,1,3,4,3,55000,2018,750,0,0
80,137408,"Ruffino, Modus",Ruffino,Italy,Toscana,0,0,0,Sangiovese,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,Red,Table,14.5,16.5,1,3,5,4,130000,2017,750,0,0
81,137409,"Ruffino, Romitorio di Santidame",Ruffino,Italy,Toscana,0,0,0,Colorino,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.5,1,4,4,4,230000,2006,750,0,0
82,137410,"35 South, Reserva Cabernet Sauvignon",San Pedro,Chile,Central Valley,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,3,3,27000,2017,750,0,0
83,137411,35 South Reserva Merlot,San Pedro,Chile,Central Valley,0,0,0,Merlot,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,4,3,3,27000,2016,750,0,0
84,137412,Amigo Cabernet Sauvignon,San Pedro,Chile,Central Valley,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,2,4,3,3,14000,2017,750,0,0
85,137413,Amigo Merlot,San Pedro,Chile,Central Valley,0,0,0,Merlot,0,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,2,3,3,2,14000,2017,750,0,0
86,137416,"San Pedro, Molina Reserva Carmenere",San Pedro,Chile,Maule Valley,0,0,0,Carmenere,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,3,3,40000,2017,750,0,0
87,137417,"San Pedro, Castillo de Molina Reserva Chardonnay",San Pedro,Chile,Curico Valley,Lontue Valley,0,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,Table,14.0,10.0,1,2,3,1,40000,2011,750,0,0
88,137418,"San Pedro, Gato Negro Cabernet Sauvignon",San Pedro,Chile,Central Valley,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,16.0,1,3,2,3,25000,2017,750,0,0
89,137419,"San Pedro, Gato Negro Carmenere",San Pedro,Chile,Central Valley,0,0,0,Carmenere,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,18.0,2,4,3,3,25000,2018,750,0,0
90,137420,"San Pedro, Gato Negro Chardonnay",San Pedro,Chile,Central Valley,0,0,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,Table,12.5,9.0,2,3,2,1,25000,2018,750,0,0
91,137421,"San Pedro, Gato Negro Sauvignon Blanc",San Pedro,Chile,Central Valley,0,0,0,Sauvignon blanc,0,0,0,0,0,0,0,0,0,0,0,White,Table,11.5,11.0,2,4,2,1,12000,2017,375,0,0
92,137423,"San Pedro, Reserva Late Harvest",San Pedro,Chile,Curico Valley,Lontue Valley,0,0,Riesling,0,0,0,0,0,0,0,0,0,0,0,White,Dessert,12.0,7.0,5,1,4,1,22000,2012,375,0,0
93,137425,"35 South, Reserva Carmenere",San Pedro,Chile,Central Valley,0,0,0,Carmenere,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,3,3,27000,2017,750,0,0
94,137435,"Trapiche, Astica Cabernet Sauvignon",Trapiche,Argentina,Mendoza,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,20000,2018,750,0,0
95,137436,"Trapiche, Astica Merlot Malbec",Trapiche,Argentina,Mendoza,0,0,0,Merlot,Malbec,0,0,0,0,0,0,0,0,0,0,Red,Table,12.0,17.0,1,3,3,3,20000,2018,750,0,0
96,137437,"Trapiche, Broquel Cabernet Sauvignon",Trapiche,Argentina,Mendoza,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.0,17.0,1,3,4,4,50000,2016,750,0,0
97,137438,"Trapiche, Broquel Malbec",Trapiche,Argentina,Mendoza,0,0,0,Malbec,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,4,3,50000,2016,750,0,0
98,137439,"Trapiche, Iscay Malbec Cabernet Franc",Trapiche,Argentina,Mendoza,0,0,0,Malbec,Cabernet Franc,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,17.0,1,3,4,5,140000,2013,750,0,0
99,137440,"Trapiche, Medalla Cabernet Sauvignon",Trapiche,Argentina,Mendoza,Uco Valley,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,18.0,1,3,4,4,70000,2015,750,0,0
100,137441,"Trapiche, Oak Cask Cabernet Sauvignon",Trapiche,Argentina,Mendoza,0,0,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,4,4,35000,2018,750,0,0
101,137442,"Trapiche, Oak Cask Chardonnay",Trapiche,Argentina,Mendoza,0,0,0,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,White,Table,13.5,10.0,1,3,3,1,35000,2018,750,0,0
102,137443,"Trapiche, Oak Cask Malbec",Trapiche,Argentina,Mendoza,0,0,0,Malbec,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,4,4,35000,2018,750,0,0
103,137444,"Trapiche, Single Vineyard Malbec",Trapiche,Argentina,Mendoza,0,0,0,Malbec,0,0,0,0,0,0,0,0,0,0,0,Red,Table,14.5,18.0,1,3,4,4,100000,2014,750,0,0
104,137446,"Trapiche, Malbec",Trapiche,Argentina,Mendoza,0,0,0,Malbec,0,0,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,26000,2018,750,0,0
105,137451,Baron de Brane,Chateau Brane Cantenac  Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,0,0,Merlot,Cabernet Sauvignon,Cabernet Franc,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,4,3,80000,2016,750,0,0
106,137452,Les Remparts de Ferriere,Chateau Ferriere Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,0,0,Cabernet Sauvignon,Merlot,Petit Verdot,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,3,4,4,45000,2016,750,0,0
107,137454,Les Haut de Brillette,Chateau Brillette,France,Bordeaux,0,0,0,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,0,0,0,0,0,0,0,0,Red,Table,14.0,17.0,1,3,4,3,60000,2005,750,0,0
108,137469,Chateau de Montagne,Andre Quancard Andre,France,Bordeaux,0,0,0,Cabernet Sauvignon,Merlot,0,0,0,0,0,0,0,0,0,0,Red,Table,12.0,17.0,1,4,3,3,18000,2008,750,0,0
109,137471,Chateau Bellegrave,Chateau Bellegrave,France,Bordeaux,Medoc,0,0,Merlot,Cabernet Sauvignon,Petit Verdot,0,0,0,0,0,0,0,0,0,Red,Table,12.5,17.0,1,3,3,3,39000,2005,750,0,0
110,137499,"B.R.Cohn, Special Selection Cabernet Sauvignon",BR Cohn Winery,USA,California,Sonoma County,Sonoma Valley,0,Cabernet Sauvignon,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.8,18.5,1,3,5,4,1100000,1997,750,0,0
111,137501,"Balbi Soprani, Nebbiolo d'Alba",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Alba,0,0,Nebbiolo,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.0,17.0,1,3,3,3,38000,2004,750,0,0
112,137504,"Balbi Soprani, Moscato d'Asti",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Asti,0,0,Moscato,0,0,0,0,0,0,0,0,0,0,0,White,"Table, Dessert",5.5,7.0,4,2,2,1,33000,2018,750,0,0
113,137505,"Balbi Soprani, Barbaresco",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Barbaresco,0,0,Nebbiolo,0,0,0,0,0,0,0,0,0,0,0,Red,Table,13.5,17.0,1,3,3,3,99000,2015,750,0,0
